,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
2420,Cash Back,Postcard,High,2,No,Low,2,1,3,Yes,951.75,1743.0,1098.0,913.0,53.0,No
12805,Cash Back,Postcard,Low,1,No,Medium,1,2,3,Yes,1280.75,1982.0,1653.0,621.0,867.0,No
10459,Points,Letter,High,2,No,Low,1,1,4,No,123.5,14.0,358.0,38.0,84.0,No
8760,Cash Back,Letter,Medium,1,Yes,High,3,1,3,Yes,1035.5,277.0,1577.0,1427.0,861.0,No
1332,Air Miles,Postcard,Medium,1,No,Medium,3,1,1,Yes,1255.25,952.0,998.0,1223.0,1848.0,No
6771,Cash Back,Letter,Low,1,No,Medium,1,1,3,No,1361.75,842.0,1772.0,2167.0,666.0,No
7022,Air Miles,Letter,Medium,2,Yes,Low,2,1,3,Yes,1219.75,1123.0,1821.0,1116.0,819.0,No
9229,Points,Letter,Medium,1,No,High,2,1,2,No,1120.25,2060.0,1415.0,595.0,411.0,No
13128,Air Miles,Postcard,Medium,2,No,High,1,1,4,No,897.0,845.0,943.0,924.0,876.0,No
15459,Air Miles,Letter,High,1,Yes,High,1,2,3,Yes,1273.75,640.0,1042.0,2114.0,1299.0,No
3069,Air Miles,Postcard,High,1,No,Low,2,1,1,Yes,1033.75,1566.0,1302.0,909.0,358.0,Yes
3248,Points,Letter,High,1,No,Medium,1,1,3,Yes,255.5,430.0,126.0,186.0,280.0,No
12436,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1191.75,672.0,708.0,1732.0,1655.0,No
8248,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1219.0,543.0,1100.0,2147.0,1086.0,No
16738,Points,Letter,Medium,2,No,High,1,1,3,Yes,1259.0,1725.0,1734.0,957.0,620.0,No
852,Points,Postcard,High,1,No,Medium,1,1,2,Yes,1114.75,1335.0,1340.0,1075.0,709.0,No
6492,Points,Postcard,Low,1,No,Low,2,1,4,Yes,758.0,677.0,860.0,810.0,685.0,No
10264,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,1216.25,1949.0,1484.0,1187.0,245.0,Yes
1570,Air Miles,Letter,Low,1,Yes,Low,2,2,3,No,727.5,922.0,639.0,688.0,661.0,Yes
11682,Cash Back,Postcard,Medium,2,No,Low,3,1,4,No,812.75,947.0,670.0,774.0,860.0,No
1505,Points,Postcard,Medium,1,No,High,1,1,3,Yes,948.25,2.0,1136.0,1297.0,1358.0,No
10221,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,1115.0,65.0,965.0,1661.0,1769.0,No
14519,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1050.0,1932.0,1312.0,804.0,152.0,Yes
6093,Points,Letter,Medium,1,No,High,3,2,3,No,924.5,1829.0,1164.0,621.0,84.0,No
13002,Points,Postcard,High,1,No,High,1,1,4,No,291.75,381.0,417.0,132.0,237.0,No
4850,Cash Back,Postcard,High,1,No,Medium,3,1,4,No,906.0,1098.0,657.0,1198.0,671.0,No
13504,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,1018.0,1793.0,1092.0,691.0,496.0,No
8993,Air Miles,Postcard,Low,1,No,High,1,2,3,Yes,1783.0,1847.0,1600.0,1715.0,1970.0,No
2409,Points,Letter,Medium,2,No,Low,3,2,4,Yes,231.25,281.0,93.0,229.0,322.0,No
5953,Points,Postcard,High,2,No,High,2,2,3,No,888.0,664.0,470.0,1350.0,1068.0,No
3722,Air Miles,Postcard,Medium,2,No,High,1,1,1,Yes,330.75,240.0,311.0,293.0,479.0,No
15553,Points,Letter,Low,1,No,High,4,2,2,No,943.0,1958.0,916.0,766.0,132.0,No
1266,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,1322.5,610.0,1296.0,2114.0,1270.0,Yes
5323,Points,Postcard,Medium,2,No,Medium,2,1,3,No,123.5,135.0,151.0,194.0,14.0,No
16766,Air Miles,Letter,Medium,2,No,High,2,1,6,Yes,917.0,174.0,1498.0,1578.0,418.0,No
8538,Points,Postcard,High,1,No,Medium,3,1,3,Yes,687.5,685.0,536.0,685.0,844.0,No
2397,Cash Back,Postcard,High,1,No,High,3,1,4,Yes,1108.0,219.0,549.0,1513.0,2151.0,No
6610,Air Miles,Letter,Low,1,No,Medium,1,1,6,Yes,696.5,864.0,800.0,618.0,504.0,No
1070,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1116.5,1289.0,983.0,1386.0,808.0,No
17127,Cash Back,Postcard,Medium,1,No,Low,3,1,1,No,1124.0,741.0,961.0,845.0,1949.0,No
11452,Points,Letter,High,1,No,Medium,2,1,2,No,1120.25,767.0,633.0,1079.0,2002.0,No
16763,Cash Back,Postcard,Low,1,No,Medium,1,1,5,Yes,1283.0,1561.0,1625.0,1080.0,866.0,No
17069,Points,Letter,Low,1,No,Medium,2,2,2,Yes,404.75,444.0,351.0,335.0,489.0,No
165,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,1089.75,1701.0,1484.0,850.0,324.0,No
16741,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,1187.75,1793.0,1396.0,619.0,943.0,No
17793,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1748.75,1785.0,1952.0,1542.0,1716.0,No
2969,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,271.75,41.0,239.0,390.0,417.0,Yes
11367,Cash Back,Letter,Low,1,No,High,2,2,4,Yes,169.75,101.0,344.0,216.0,18.0,No
5191,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,770.75,294.0,950.0,1428.0,411.0,No
12190,Cash Back,Postcard,High,1,No,High,2,1,2,Yes,1239.0,1862.0,1169.0,1354.0,571.0,No
3293,Cash Back,Letter,High,1,No,Medium,1,3,3,No,1217.0,1831.0,1776.0,496.0,765.0,No
15375,Air Miles,Letter,High,2,No,Medium,2,1,2,No,991.75,400.0,426.0,1735.0,1406.0,No
419,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75,1244.0,1230.0,1300.0,93.0,No
7148,Points,Letter,Medium,2,No,High,2,1,4,Yes,826.25,794.0,788.0,944.0,779.0,No
10762,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,1082.0,48.0,1792.0,1201.0,1287.0,Yes
13434,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,No,833.0,983.0,847.0,757.0,745.0,No
6501,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1128.25,1947.0,1290.0,1117.0,159.0,No
2338,Air Miles,Letter,Low,2,No,Low,2,1,4,No,954.5,368.0,482.0,1073.0,1895.0,No
7163,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1306.25,1452.0,1403.0,1394.0,976.0,Yes
15515,Cash Back,Letter,Low,2,No,Low,4,1,4,No,1131.25,1754.0,1495.0,935.0,341.0,No
10636,Air Miles,Letter,High,1,Yes,High,2,2,3,Yes,1155.0,967.0,1337.0,1654.0,662.0,No
11070,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,1001.25,1945.0,999.0,633.0,428.0,No
12600,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,98.75,92.0,122.0,126.0,55.0,No
3079,Air Miles,Postcard,High,1,Yes,Low,1,1,3,No,234.5,324.0,118.0,446.0,50.0,No
1729,Cash Back,Postcard,High,2,No,Low,1,2,2,Yes,1127.25,470.0,1462.0,1626.0,951.0,No
7524,Cash Back,Letter,High,2,Yes,Low,2,2,4,No,402.0,324.0,488.0,469.0,327.0,No
8486,Points,Letter,Low,1,No,Medium,3,1,2,No,797.5,1296.0,908.0,761.0,225.0,No
5499,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1062.0,489.0,866.0,1536.0,1357.0,No
17015,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,309.5,328.0,54.0,412.0,444.0,No
17960,Points,Postcard,Medium,1,Yes,Medium,1,1,5,Yes,1053.25,381.0,1725.0,1596.0,511.0,No
12287,Points,Postcard,Medium,1,Yes,Medium,1,1,5,No,1059.25,658.0,786.0,1008.0,1785.0,No
5330,Cash Back,Letter,Low,1,No,Low,1,1,5,Yes,1202.75,2084.0,1517.0,1021.0,189.0,No
6558,Points,Letter,Medium,1,No,Low,4,2,2,Yes,878.5,234.0,476.0,1066.0,1738.0,No
3740,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1295.5,352.0,1060.0,2119.0,1651.0,Yes
10747,Points,Postcard,High,1,Yes,High,3,1,4,Yes,1003.75,1796.0,1134.0,974.0,111.0,No
3472,Points,Letter,Low,2,No,High,2,1,2,Yes,793.75,843.0,793.0,723.0,816.0,No
9495,Points,Postcard,Medium,1,No,Low,4,1,4,Yes,830.25,813.0,907.0,803.0,798.0,No
8902,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,951.25,1604.0,1163.0,656.0,382.0,No
4633,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,673.0,709.0,778.0,514.0,691.0,No
14575,Cash Back,Postcard,Low,1,No,High,2,1,4,No,842.5,710.0,639.0,1427.0,594.0,No
11818,Points,Letter,High,1,No,Medium,1,1,3,Yes,1248.75,1992.0,1219.0,893.0,891.0,No
5910,Cash Back,Postcard,Low,1,No,High,3,1,3,No,1169.75,1217.0,1232.0,1279.0,951.0,No
11578,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,1204.25,738.0,1028.0,973.0,2078.0,No
11069,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,825.25,471.0,1202.0,940.0,688.0,No
17699,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,984.0,783.0,620.0,1010.0,1523.0,Yes
12448,Cash Back,Letter,Medium,2,No,Medium,1,1,3,Yes,1045.0,1762.0,1213.0,807.0,398.0,No
15778,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,205.0,105.0,1.0,361.0,353.0,No
13217,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,987.75,1540.0,1347.0,618.0,446.0,No
6164,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,846.25,255.0,517.0,1381.0,1232.0,No
15633,Air Miles,Postcard,Medium,1,No,Medium,2,1,6,No,1111.25,245.0,1087.0,1555.0,1558.0,No
15428,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1467.5,681.0,1698.0,1702.0,1789.0,No
6452,Cash Back,Postcard,High,1,No,Medium,3,1,2,No,1205.5,506.0,1284.0,1765.0,1267.0,No
9581,Air Miles,Letter,Medium,2,No,Low,2,2,3,Yes,279.0,435.0,98.0,314.0,269.0,No
10528,Cash Back,Letter,High,1,Yes,Low,2,1,2,Yes,301.25,132.0,393.0,388.0,292.0,No
3744,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1092.75,627.0,1375.0,884.0,1485.0,No
5587,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,896.75,1526.0,1088.0,679.0,294.0,No
9554,Air Miles,Letter,High,1,No,Medium,2,1,2,No,811.75,977.0,788.0,542.0,940.0,No
1895,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1150.75,617.0,1434.0,865.0,1687.0,Yes
15700,Air Miles,Letter,Medium,2,No,Medium,1,2,2,Yes,960.25,1768.0,1071.0,728.0,274.0,No
2023,Air Miles,Letter,Low,1,No,High,4,1,1,Yes,1238.75,681.0,1244.0,1688.0,1342.0,No
16666,Air Miles,Letter,Low,2,No,High,1,1,3,Yes,284.25,318.0,298.0,166.0,355.0,No
437,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25,500.0,708.0,566.0,767.0,No
6247,Points,Letter,High,1,No,High,3,2,3,Yes,1431.25,1915.0,1686.0,1285.0,839.0,No
2913,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1303.25,1439.0,1242.0,988.0,1544.0,No
10271,Air Miles,Letter,High,1,No,Low,1,1,6,Yes,997.5,63.0,1129.0,1443.0,1355.0,No
11237,Air Miles,Letter,Low,2,No,High,1,1,4,Yes,1264.75,191.0,1797.0,1874.0,1197.0,No
1965,Cash Back,Letter,Medium,2,No,High,2,2,4,Yes,890.25,954.0,851.0,999.0,757.0,No
448,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25,1083.0,1543.0,1263.0,564.0,No
11597,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,3,Yes,1050.0,1627.0,1314.0,915.0,344.0,No
777,Points,Letter,Medium,1,Yes,Medium,1,2,1,Yes,894.25,1508.0,1125.0,618.0,326.0,No
5647,Cash Back,Postcard,High,2,No,Medium,1,1,4,No,884.25,1587.0,1094.0,841.0,15.0,No
17679,Cash Back,Letter,High,1,No,High,2,1,3,Yes,933.0,1652.0,1217.0,769.0,94.0,No
13588,Points,Postcard,Medium,1,No,Medium,2,1,4,No,1247.25,1302.0,1570.0,1244.0,873.0,No
5603,Points,Letter,Low,1,No,Medium,2,1,2,No,894.75,1617.0,1216.0,719.0,27.0,No
16843,Points,Letter,Low,1,No,High,3,1,5,No,1169.0,1779.0,1422.0,839.0,636.0,No
10109,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,1732.75,1636.0,1964.0,1554.0,1777.0,No
9624,Cash Back,Letter,Low,1,No,Medium,2,2,4,Yes,1029.5,1778.0,990.0,692.0,658.0,No
10951,Air Miles,Letter,Medium,2,No,High,1,1,4,Yes,1018.25,1781.0,1440.0,520.0,332.0,No
15752,Points,Postcard,Medium,1,No,Medium,1,2,4,Yes,567.5,548.0,506.0,603.0,613.0,No
14319,Cash Back,Letter,High,2,No,Medium,3,1,3,Yes,1226.75,864.0,1339.0,1822.0,882.0,No
8596,Air Miles,Letter,High,1,No,High,2,1,4,No,1049.25,1896.0,1478.0,631.0,192.0,No
14434,Points,Postcard,Medium,2,Yes,High,2,1,3,No,956.5,1941.0,1027.0,812.0,46.0,No
4705,Points,Postcard,Low,1,No,Low,3,1,4,Yes,747.75,731.0,701.0,783.0,776.0,No
14040,Points,Letter,Medium,1,No,Medium,3,2,4,Yes,132.0,30.0,417.0,39.0,42.0,No
17764,Points,Letter,Medium,1,No,Low,3,3,5,No,1181.0,1325.0,641.0,1499.0,1259.0,No
11360,Cash Back,Letter,Medium,2,No,High,1,1,4,Yes,920.0,578.0,859.0,911.0,1332.0,No
7284,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,941.75,637.0,828.0,834.0,1468.0,No
295,Air Miles,Letter,Medium,1,Yes,High,1,1,4,No,873.25,1658.0,1171.0,616.0,48.0,No
13777,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,1060.75,1229.0,1734.0,915.0,365.0,Yes
4294,Points,Postcard,Medium,1,No,Low,3,2,4,Yes,984.25,1573.0,1592.0,673.0,99.0,No
16336,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1096.0,606.0,902.0,2281.0,595.0,No
1271,Cash Back,Letter,High,1,No,High,2,2,4,Yes,983.25,1681.0,1274.0,605.0,373.0,No
17548,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1015.0,1774.0,1363.0,919.0,4.0,No
2277,Points,Postcard,Medium,2,No,High,1,1,5,No,687.0,695.0,720.0,619.0,714.0,No
9632,Cash Back,Postcard,Medium,2,No,Medium,2,1,2,No,1077.5,1807.0,1260.0,990.0,253.0,No
4810,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,1053.75,403.0,927.0,837.0,2048.0,No
6284,Cash Back,Postcard,Medium,1,No,High,2,2,3,No,1152.25,971.0,920.0,1873.0,845.0,No
17261,Points,Letter,Low,1,No,Medium,3,1,4,Yes,327.0,415.0,399.0,315.0,179.0,No
16620,Cash Back,Letter,Low,1,No,Medium,2,2,4,Yes,224.25,121.0,427.0,168.0,181.0,No
1148,Air Miles,Postcard,Medium,2,Yes,Medium,1,1,4,No,206.25,67.0,172.0,429.0,157.0,No
11045,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,647.5,535.0,501.0,994.0,560.0,No
3941,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1272.25,1385.0,1145.0,2058.0,501.0,No
14318,Points,Postcard,Medium,1,No,High,2,2,3,No,935.5,430.0,487.0,1492.0,1333.0,No
11736,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,806.25,539.0,863.0,914.0,909.0,No
16445,Air Miles,Postcard,High,1,No,High,1,2,4,Yes,1018.25,1855.0,1332.0,757.0,129.0,No
12553,Points,Postcard,Medium,1,No,High,1,1,4,No,1150.25,1482.0,1584.0,786.0,749.0,No
9058,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,984.0,6.0,1316.0,1682.0,932.0,No
4974,Cash Back,Postcard,High,1,Yes,Medium,1,1,3,Yes,800.75,865.0,770.0,906.0,662.0,No
8207,Air Miles,Postcard,Low,1,No,Low,3,1,5,Yes,1164.25,545.0,652.0,1468.0,1992.0,No
6200,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,No,339.5,492.0,262.0,189.0,415.0,No
2294,Air Miles,Postcard,High,1,No,High,2,1,4,No,268.75,449.0,271.0,23.0,332.0,No
431,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5,1604.0,1204.0,468.0,574.0,No
902,Points,Postcard,Medium,1,No,Medium,2,1,3,No,750.0,596.0,823.0,758.0,823.0,No
14351,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,983.5,452.0,1474.0,1219.0,789.0,No
6828,Cash Back,Postcard,Low,2,No,High,3,1,4,No,994.75,1824.0,1386.0,645.0,124.0,No
12990,Points,Letter,Low,1,No,Medium,3,1,4,Yes,137.5,17.0,355.0,31.0,147.0,No
1011,Points,Letter,Low,2,No,Low,1,1,2,Yes,255.25,206.0,345.0,142.0,328.0,No
8767,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,1059.75,2099.0,1277.0,572.0,291.0,No
13159,Cash Back,Postcard,Medium,1,No,Low,2,3,3,Yes,75.25,214.0,22.0,4.0,61.0,No
16897,Cash Back,Letter,High,1,No,Low,2,1,3,Yes,715.75,856.0,525.0,716.0,766.0,No
7557,Air Miles,Letter,High,2,No,High,3,2,5,No,274.0,192.0,241.0,265.0,398.0,No
1254,Points,Postcard,High,1,No,Medium,1,1,5,Yes,226.0,243.0,195.0,213.0,253.0,No
8901,Points,Letter,Medium,1,No,High,1,1,4,Yes,985.75,1508.0,1438.0,744.0,253.0,No
4813,Cash Back,Letter,High,2,No,Low,1,1,4,Yes,901.0,592.0,1304.0,1117.0,591.0,No
11611,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,919.5,1926.0,1052.0,673.0,27.0,No
13798,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,950.5,1398.0,1769.0,433.0,202.0,No
13899,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,Yes,825.0,1227.0,1195.0,667.0,211.0,No
4946,Air Miles,Letter,Low,2,No,Medium,2,1,4,Yes,1171.75,845.0,1024.0,1026.0,1792.0,No
14960,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,922.25,1707.0,1259.0,520.0,203.0,No
6426,Points,Postcard,Medium,2,No,Low,3,1,2,Yes,1113.25,1719.0,900.0,1257.0,577.0,Yes
4060,Points,Postcard,High,1,No,Low,2,1,5,Yes,759.0,717.0,800.0,563.0,956.0,No
15357,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,1146.75,902.0,1517.0,1660.0,508.0,No
1609,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,1743.5,1646.0,1740.0,1932.0,1656.0,No
4864,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,1159.5,455.0,818.0,2127.0,1238.0,No
5601,Points,Postcard,Medium,1,No,Low,2,2,4,No,381.0,270.0,485.0,480.0,289.0,Yes
16365,Air Miles,Letter,Medium,3,No,High,2,2,5,No,931.0,279.0,1098.0,1527.0,820.0,No
9338,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,687.5,507.0,863.0,577.0,803.0,No
6422,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,957.5,671.0,531.0,803.0,1825.0,No
17841,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,881.25,878.0,871.0,808.0,968.0,Yes
6301,Points,Letter,Medium,3,Yes,Low,2,2,4,Yes,1185.5,402.0,1796.0,1232.0,1312.0,No
11296,Air Miles,Letter,High,1,No,High,2,1,1,No,1123.5,1992.0,1336.0,868.0,298.0,No
7002,Points,Postcard,Medium,1,Yes,Medium,3,1,1,Yes,1788.5,1893.0,1823.0,1588.0,1850.0,No
7826,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,865.75,1545.0,1065.0,520.0,333.0,No
8444,Cash Back,Letter,High,2,No,High,1,1,4,Yes,285.25,467.0,54.0,161.0,459.0,No
17627,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1308.0,505.0,1785.0,2122.0,820.0,No
10881,Points,Postcard,High,2,No,Low,2,1,5,Yes,370.0,365.0,306.0,320.0,489.0,Yes
3128,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1040.5,70.0,441.0,1510.0,2141.0,No
8984,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,936.25,1550.0,1409.0,538.0,248.0,No
10117,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,957.5,1884.0,1009.0,803.0,134.0,No
6077,Points,Postcard,Low,2,No,Low,2,1,1,No,1012.75,1684.0,1278.0,739.0,350.0,No
13177,Air Miles,Letter,Medium,2,No,Low,3,1,2,No,950.5,100.0,1113.0,1552.0,1037.0,No
12024,Points,Letter,Low,1,No,Low,1,1,2,Yes,1303.75,1490.0,1550.0,1169.0,1006.0,Yes
10658,Points,Letter,Medium,1,No,High,2,1,4,No,1166.75,325.0,1681.0,2115.0,546.0,No
16136,Cash Back,Postcard,Medium,2,No,High,1,1,3,No,1106.5,1643.0,1013.0,1266.0,504.0,No
17641,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,211.0,428.0,32.0,273.0,111.0,No
2493,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,1061.0,1352.0,1022.0,1330.0,540.0,No
9954,Cash Back,Letter,Medium,2,No,Low,1,2,3,No,1320.25,800.0,1581.0,1948.0,952.0,No
5168,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,894.25,133.0,509.0,1030.0,1905.0,No
11429,Points,Postcard,High,1,No,Low,1,2,2,Yes,252.75,115.0,307.0,311.0,278.0,No
3235,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,No,1056.75,167.0,830.0,1543.0,1687.0,No
17169,Cash Back,Letter,Low,1,Yes,Low,1,1,2,Yes,1368.75,925.0,1120.0,1482.0,1948.0,No
564,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1053.0,1468.0,1233.0,1023.0,488.0,No
14673,Points,Postcard,High,2,Yes,High,2,2,4,Yes,830.5,1600.0,1080.0,559.0,83.0,No
17119,Air Miles,Postcard,Medium,1,Yes,Medium,3,2,4,No,1514.5,720.0,1898.0,1650.0,1790.0,No
7407,Air Miles,Postcard,Low,1,No,High,1,1,2,No,1054.75,1251.0,1459.0,1365.0,144.0,No
668,Cash Back,Postcard,Low,3,No,Low,2,1,3,Yes,964.0,2133.0,963.0,658.0,102.0,No
13766,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,779.5,837.0,552.0,842.0,887.0,No
832,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,788.0,149.0,778.0,1509.0,716.0,No
10935,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1711.0,1464.0,1810.0,2233.0,1337.0,No
11461,Points,Postcard,Low,2,No,High,1,1,5,Yes,1125.0,634.0,1210.0,1664.0,992.0,No
3168,Points,Letter,High,1,No,High,1,1,4,No,1364.25,831.0,1524.0,2009.0,1093.0,No
2278,Air Miles,Letter,Low,2,No,Medium,2,1,2,Yes,939.0,1682.0,1225.0,707.0,142.0,No
3338,Cash Back,Letter,Medium,1,Yes,High,2,1,2,Yes,835.75,1695.0,1086.0,540.0,22.0,No
6740,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,1157.25,1875.0,1361.0,904.0,489.0,No
7630,Points,Postcard,Low,1,No,Medium,2,1,5,No,1194.75,201.0,784.0,1763.0,2031.0,No
14530,Points,Letter,Low,1,No,High,3,1,2,Yes,1288.0,1839.0,1409.0,1376.0,528.0,No
15963,Cash Back,Letter,Medium,1,No,High,2,2,5,Yes,950.0,952.0,534.0,1010.0,1304.0,No
1682,Air Miles,Postcard,Low,1,No,Medium,1,1,5,Yes,1066.5,719.0,451.0,1603.0,1493.0,Yes
6848,Points,Letter,High,1,No,Medium,1,2,4,Yes,806.25,614.0,956.0,930.0,725.0,No
10389,Points,Postcard,Medium,1,No,High,2,1,2,No,1220.25,2115.0,911.0,1383.0,472.0,No
2418,Air Miles,Postcard,High,2,No,Medium,1,2,6,No,975.5,1868.0,1252.0,747.0,35.0,No
13830,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1408.5,1812.0,1760.0,1263.0,799.0,No
1476,Air Miles,Letter,Medium,2,Yes,High,1,1,3,Yes,1081.0,309.0,1655.0,1423.0,937.0,No
13255,Cash Back,Postcard,Medium,1,No,Low,1,1,1,Yes,1152.5,1598.0,1343.0,942.0,727.0,No
17976,Air Miles,Postcard,Low,1,No,Low,2,1,3,No,1121.25,1893.0,1406.0,839.0,347.0,No
14977,Air Miles,Postcard,Medium,1,No,Low,3,3,1,Yes,1363.75,1014.0,1734.0,1867.0,840.0,No
5832,Points,Letter,High,1,No,Low,1,2,4,No,1773.25,1734.0,1516.0,1859.0,1984.0,No
1995,Cash Back,Postcard,Low,1,Yes,High,1,2,4,No,1130.0,456.0,856.0,2142.0,1066.0,No
14618,Air Miles,Postcard,Medium,2,No,High,1,1,3,No,952.0,309.0,468.0,1684.0,1347.0,No
14493,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,732.75,916.0,674.0,651.0,690.0,No
13701,Points,Postcard,Medium,1,No,Medium,2,1,3,No,1122.5,635.0,708.0,1301.0,1846.0,No
17910,Points,Postcard,High,1,No,Low,1,1,4,No,311.0,455.0,243.0,260.0,286.0,No
14354,Air Miles,Postcard,Medium,1,No,Low,2,1,6,Yes,1266.25,1612.0,1743.0,915.0,795.0,No
16748,Points,Postcard,High,1,No,High,2,2,5,No,1054.5,856.0,712.0,1169.0,1481.0,No
12429,Air Miles,Letter,High,3,No,Medium,2,1,4,Yes,1318.0,873.0,1563.0,2143.0,693.0,No
13151,Points,Letter,Low,1,No,High,2,2,4,Yes,853.75,149.0,512.0,1361.0,1393.0,No
4184,Points,Letter,Low,1,No,High,2,1,3,Yes,1218.0,1038.0,857.0,1046.0,1931.0,No
1068,Points,Letter,Medium,1,No,Low,2,1,4,No,721.75,503.0,877.0,527.0,980.0,No
6243,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1209.5,881.0,1320.0,1429.0,1208.0,No
8372,Cash Back,Letter,High,1,No,Low,2,1,3,No,1045.25,1745.0,1198.0,740.0,498.0,No
7102,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1033.75,867.0,1479.0,1203.0,586.0,No
11199,Cash Back,Postcard,Low,1,No,Low,1,1,2,Yes,1009.0,1757.0,1467.0,579.0,233.0,No
17023,Cash Back,Postcard,Low,2,Yes,Low,3,2,3,Yes,1717.25,1937.0,1515.0,1547.0,1870.0,No
17475,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,1004.5,1892.0,1293.0,600.0,233.0,No
13140,Points,Postcard,Medium,1,No,Low,2,1,4,No,1445.25,689.0,1747.0,1717.0,1628.0,No
